"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"1202","Canyon Crest Village","5200 Chicago Ave, Riverside, CA 92507","5200 Chicago","Riverside","CA","92507",NULL,"Terry Tognazzini","Tog Enterprises","B","B","1985",192,167424,"Stabilized","Riverside-San Bernardino-Ontario, CA","University City/Moreno Valley","8/3/2020","1995-08-31",NULL,"254-370-003",2
"1203","Canyon Ridge Apartments","3187 Cowley Way, San Diego, CA 92117","3187 Cowley","San","CA","92117","https://www.equityapartments.com/san-diego/clairemont-mesa-west/canyon-ridge-apartments","Equity Residential","Equity Residential","A","B+","1989",162,129600,"Stabilized","San Diego-Carlsbad, CA","Northwest San Diego","8/18/2020","1997-08-01",NULL,"426-010-09-00",2
"1204","Country Brook I-II","4909 W Joshua Blvd, Chandler, AZ 85226","4909 Joshua","Chandler","AZ","85226","https://countrybrook.mgproperties.com/","MG Properties Group","MG Properties Group","B+","B","1991",276,263304,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Chandler","8/26/2020","2018-08-28",NULL,"301-67-960-A",2
"1205","Country Brook Apartments III","4909 W Joshua Blvd, Chandler, AZ 85226","4909 Joshua","Chandler","AZ","85226","https://countrybrook.mgproperties.com/","MG Properties Group","MG Properties Group","B+","B+","1996",120,117960,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Chandler","8/27/2020","2018-08-28",NULL,"301-67-960-A",2
"1206","Ovation at Tempe","4505 S Hardy Dr, Tempe, AZ 85282","4505 Hardy","Tempe","AZ","85282","http://www.ovationattempe.com/index.aspx","Privately Owned","Shelton Residential","B","B","1984",270,238950,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Tempe","8/6/2020","2017-05-30",NULL,"123-53-072",2
"1207","Harrison Park I","350 N Harrison Rd, Tucson, AZ 85748","350 Harrison","Tucson","AZ","85748","https://harrisonparktucson.com/","FW Group LLC","FW Group LLC","B-","B-","1985",172,139320,"Stabilized","Tucson, AZ","Southeast Tucson","8/31/2020","2016-01-29",NULL,"133-36-9560",2
"1208","Harrison Park II","350 N Harrison Rd, Tucson, AZ 85748","350 Harrison","Tucson","AZ","85748","https://harrisonparktucson.com/","FW Group LLC","FW Group LLC","B-","B+","1996",188,183300,"Stabilized","Tucson, AZ","Southeast Tucson","8/31/2020","2016-01-29",NULL,"133-36-9560",2
"1209","The Heritage Apartment Homes","1100 E Osborn Rd, Phoenix, AZ 85014","1100 Osborn","Phoenix","AZ","85014","https://bhmanagement.com/communities/the-heritage-apartment-homes/","Nexpoint Residential Trust","BH Management","B","B","1995",204,198492,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Central Phoenix","8/18/2020","2019-01-28",NULL,"118-17-417",3
"121","Canyon Cove Villas and Townhomes III","5987 Thunder Hollow Dr, Toledo, OH 43615","5987 Thunder Hollow","Toledo","OH","43615","http://www.canyoncovetoledo.com/","Real Estate Service Solutions Company","Real Estate Service Solutions Company","","","1988",128,172800,"Stabilized","Toledo, OH","West Toledo","8/31/2020",NULL,NULL,"",2
"1210","Arrowhead Ranch by Baron","20250 N 67th Ave, Glendale, AZ 85308","20250 67th","Glendale","AZ","85308","https://www.arrowheadranchbybaron.com/","Baron Properties","Baron Properties","","","1996",256,244736,"Rehab","Phoenix-Mesa-Scottsdale, AZ","North Glendale","8/4/2020","2019-12-03",NULL,"200-21-010-X",3
"1211","Dana Park","1440 S Val Vista Dr, Mesa, AZ 85204","1440 Val Vista","Mesa","AZ","85204","http://www.danapark-apts.com/","OpenPath Investments","UV Residential","B-","B-","1986",220,203940,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Southwest Mesa","8/5/2020","2017-09-11",NULL,"140-58-184-C",2
"1212","La Reserve Villas","10700 N La Reserve Dr, Oro Valley, AZ 85737","10700 La Reserve","Oro","AZ","85737","http://www.hsllareservevillas.com/","HSL PROPERTIES","HSL PROPERTIES","A+","A","1988",240,216000,"Stabilized","Tucson, AZ","Casas Adobes/Oro Valley","8/4/2020","2007-04-10",NULL,"220-10-181A",2
"1213","Genoa Lakes","3320 E University Dr, Mesa, AZ 85213","3320 University","Mesa","AZ","85213","http://www.genoalakesapts.com/","Colrich Multifamily","Greystar","B","A+","1986",328,323080,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northwest Mesa","8/18/2020","2011-01-17",NULL,"140-12-005-G",2
"1215","Legends at La Paloma","3750 E Via Palomita, Tucson, AZ 85718","3750 Palomita,","Tucson","AZ","85718","http://www.mylegendsapartments.com/","Nevins Adams Lewbel Schell","Nevins Adams Lewbel Schell","A+","A","1996",312,325728,"Stabilized","Tucson, AZ","Catalina Foothills","8/18/2020","2001-02-27",NULL,"108-12-022A",2
"1216","Elevate at Discovery Park","1820 E Bell De Mar Dr, Tempe, AZ 85283","1820 Bell De Mar","Tempe","AZ","85283","https://elevateatdiscoverypark.mgproperties.com/","MG Properties Group","MG Properties Group","B","B-","1990",379,383548,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Tempe","8/18/2020","2016-05-03",NULL,"301-49-629",2
"1217","Arches at Hidden Creek","1586 W Maggio Way, Chandler, AZ 85224","1586 Maggio","Chandler","AZ","85224","http://www.archeshiddencreekapts.com/","The Blackstone Group","Security Properties","A-","B+","1986",431,365057,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Chandler","8/18/2020","2016-09-08",NULL,"303-23-023-A",2
"1218","Marquessa Villas","2235 Treehouse Ln, Corona, CA 92879","2235 Treehouse","Corona","CA","92879","http://www.marquessa-living.com/","CapitaLand","Alliance Residential Company","","","1992",336,298704,"Rehab","Riverside-San Bernardino-Ontario, CA","Corona","8/24/2020","2016-01-26",NULL,"172-030-002",2
"1219","Mirador Apartments","1550 E Thunderbird Rd, Phoenix, AZ 85022","1550 Thunderbird","Phoenix","AZ","85022","https://arizona.weidner.com/apartments/az/phoenix/mirador-3/","Weidner Apartment Homes","Weidner Apartment Homes","B-","A-","1996",316,311892,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northeast Phoenix","8/5/2020","2012-12-06",NULL,"214-47-500",3
"1220","Miramonte","8025 E Lincoln Dr, Scottsdale, AZ 85250","8025 Lincoln","Scottsdale","AZ","85250","http://www.liveatmiramonte.com/","Wood River Management","","A","B+","1983",151,116572,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Scottsdale","8/3/2020","2014-07-31",NULL,"174-12-004-C",2
"1221","Morningside at Scottsdale Ranch","10455 E Vía Linda, Scottsdale, AZ 85258","10455 Vía Linda,","Scottsdale","AZ","85258","http://www.morningside-apts.net/","Wood River Management","","B","C+","1989",160,163040,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Scottsdale","8/6/2020",NULL,NULL,"",2
"1222","Mountain Park Ranch","4221 E Ray Rd, Phoenix, AZ 85044","4221 Ray","Phoenix","AZ","85044","http://www.mountainparkranchaz.com/","Sares-Regis Group","Sares-Regis Group","","","1995",240,230640,"Rehab","Phoenix-Mesa-Scottsdale, AZ","South Phoenix","8/4/2020","2020-01-03",NULL,"301-58-008-X",2
"1223","Cantera I","3500 W Orange Grove Rd, Tucson, AZ 85741","3500 Orange Grove","Tucson","AZ","85741","http://www.hslcantera.com/","HSL PROPERTIES","HSL PROPERTIES","B","C+","1986",255,182580,"Stabilized","Tucson, AZ","Casas Adobes/Oro Valley","8/31/2020","2002-05-07",NULL,"101-03-013S",2
"1224","Cantera II","3500 W Orange Grove Rd, Tucson, AZ 85741","3500 Orange Grove","Tucson","AZ","85741","https://www.hslcantera.com/","HSL PROPERTIES","HSL PROPERTIES","B","C+","1995",143,155012,"Stabilized","Tucson, AZ","Casas Adobes/Oro Valley","8/31/2020","2002-05-07",NULL,"101-03-013S",2
"1226","Park Meadow II","125 E Guadalupe Rd, Gilbert, AZ 85234","125 Guadalupe","Gilbert","AZ","85234","http://www.theparkmeadowapartments.com/","Colrich Multifamily","Avenue5 Residential","B+","B+","1996",68,61200,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Gilbert","8/18/2020",NULL,NULL,"304-12-009-Z",3
"1227","Park Meadow I","125 E Guadalupe Rd, Gilbert, AZ 85234","125 Guadalupe","Gilbert","AZ","85234","http://www.theparkmeadowapartments.com/","Colrich Multifamily","Avenue5 Residential","B+","B+","1986",156,140400,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Gilbert","8/19/2020",NULL,NULL,"304-12-009-Z",3
"1228","Parkview Terrace Apartments","1601 Barton Rd, Redlands, CA 92373","1601 Barton","Redlands","CA","92373","https://www.parkviewterraceliving.com/","Afton Properties","Afton Properties","A","A+","1996",558,445284,"Stabilized","Riverside-San Bernardino-Ontario, CA","Redlands","8/5/2020","2018-10-30",NULL,"0293-133-10",2
"1229","Portofino Apartments","2851 Bedford Ln, Chino Hills, CA 91709","2851 Bedford","Chino","CA","91709","http://www.equityapartments.com/inland-empire/chino-hills/portofino-apartments","Equity Residential","Equity Residential","A+","A+","1990",176,153648,"Stabilized","Riverside-San Bernardino-Ontario, CA","Ontario/Chino","8/18/2020",NULL,NULL,"1023-441-35",2
"123","The Woodlands","2423 Cheyenne Blvd, Toledo, OH 43614","2423 Cheyenne","Toledo","OH","43614","https://hawthornehillsandthewoodlands.wordpress.com/","Pepper Pike Capital Partners","Pepper Pike Capital Partners","","","1974",150,141450,"Rehab","Toledo, OH","West Toledo","8/3/2020",NULL,NULL,"",2
"1231","Avana at the Pointe I","888 E Clinton St, Phoenix, AZ 85020","888 Clinton","Phoenix","AZ","85020","http://avanaatthepointe.com/","Greystar","Greystar","B-","B","1984",304,299744,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northeast Phoenix","8/28/2020","2017-06-13",NULL,"159-25-005-V",2
"1232","Avana at the Pointe II","888 E Clinton St, Phoenix, AZ 85020","888 Clinton","Phoenix","AZ","85020","http://avanaatthepointe.com/","Greystar","Greystar","B","A-","1996",120,121680,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northeast Phoenix","8/28/2020","2017-06-13",NULL,"159-25-005-V",3
"1233","Murietta At ASU","1717 S Dorsey Ln, Tempe, AZ 85281","1717 Dorsey","Tempe","AZ","85281","https://muriettaapartments.com/","Priderock Capital Partners LLC","Priderock Capital Partners LLC","B-","C+","1983",292,252872,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Tempe/University","8/4/2020","2018-08-01",NULL,"133-06-004-D",3
"1234","Redlands Lawn & Tennis Club","1400 Barton Rd, Redlands, CA 92373","1400 Barton","Redlands","CA","92373","http://www.redlandslawntennisapts.com/","LivCor","Alliance Residential Company","A","A-","1986",496,392336,"Stabilized","Riverside-San Bernardino-Ontario, CA","Redlands","8/10/2020","2016-11-10",NULL,"0292-211-36",2
"1235","The Retreat I","20808 N 27th Ave, Phoenix, AZ 85027","20808 27th","Phoenix","AZ","85027","https://www.theretreatapartments.net/","LivCor","Bridge Investment Group","B","B-","1997",480,464160,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Deer Valley","8/4/2020","2016-10-05",NULL,"206-08-004-R",2
"1237","Del Sol","10888 N 70th St, Scottsdale, AZ 85254","10888 70th","Scottsdale","AZ","85254","http://www.delsolapartments.com/","MIG Real Estate","Alliance Residential Company","B","B-","1984",168,149520,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Scottsdale","8/5/2020","2013-06-11",NULL,"175-42-136-E",2
"124","Kensington Court","23305 Lorain Rd, North Olmsted, OH 44070","23305 Lorain","North","OH","44070",NULL,"Windsor Realty and Management","Windsor Realty and Management","A-","B+","1963",134,67536,"Stabilized","Cleveland-Elyria, OH","Westlake/North Olmsted/Lorain County","8/5/2020",NULL,NULL,"",2
"1240","Silver Creek","10851 N 43rd Ave, Phoenix, AZ 85029","10851 43rd","Phoenix","AZ","85029","http://www.silvercreekapartments.com/","Pacific Transwest Real Estate","Sunrise Management","C","B-","1986",174,137634,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northwest Phoenix","8/4/2020","2012-07-19",NULL,"149-34-001-Q",2
"1241","The Sonoran Apartment Homes","13625 S 48th St, Phoenix, AZ 85044","13625 48th","Phoenix","AZ","85044","https://thesonoran.mgproperties.com/","MG Properties Group","MG Properties Group","B","B","1995",429,413556,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Phoenix","8/18/2020","2013-02-12",NULL,"301-59-481",2
"1242","Sun Creek","15050 N 59th Ave, Glendale, AZ 85306","15050 59th","Glendale","AZ","85306","http://www.mysuncreek.com/","RK Properties","Chamberlin + Associates","B","B","1985",175,133700,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Glendale","8/6/2020","2018-07-02",NULL,"200-72-004-C",2
"1243","The Overlook at Pusch Ridge","8851 N Oracle Rd, Oro Valley, AZ 85704","8851 Oracle","Oro","AZ","85704","http://www.overlookatpuschridgetucson.com/","Michael Wensman","Fw Overlook Apartments LLC","B+","B-","1984",424,354888,"Stabilized","Tucson, AZ","Casas Adobes/Oro Valley","8/4/2020","2016-01-29",NULL,"225-11-2330",3
"1246","The Arboretum","4700 N Kolb Rd, Tucson, AZ 85750","4700 Kolb","Tucson","AZ","85750","http://www.hslarboretum.com/","HSL PROPERTIES","HSL PROPERTIES","B","B-","1987",352,248864,"Stabilized","Tucson, AZ","Catalina Foothills","8/6/2020","2002-05-07",NULL,"114-17-525B",2
"1247","The Enclave","3255 S Dorsey Ln, Tempe, AZ 85282","3255 Dorsey","Tempe","AZ","85282","https://bhmanagement.com/communities/the-enclave-apartment-homes/","Nexpoint Residential Trust","BH Management","A-","A","1995",204,194208,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Tempe","8/18/2020","2013-03-21",NULL,"133-33-005-S",2
"1248","The Hawthorne","3848 N 3rd Ave, Phoenix, AZ 85013","3848 3rd","Phoenix","AZ","85013","https://arizona.weidner.com/apartments/az/phoenix/the-hawthorne-2/index.aspx","Weidner Apartment Homes","Weidner Apartment Homes","B+","B","1997",182,170716,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Central Phoenix","8/3/2020","2015-04-27",NULL,"118-28-055",3
"1249","The Ingleside","4502 E Indian School Rd, Phoenix, AZ 85018","4502 Indian School","Phoenix","AZ","85018","https://www.inglesideapts.com/","Eaton Vance","Lincoln Property Company","A-","A-","1995",120,117960,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","East Phoenix","8/6/2020","1995-01-31",NULL,"171-42-144-A",3
"1250","The Meadows","2151 E Southern Ave, Mesa, AZ 85204","2151 Southern","Mesa","AZ","85204","http://www.imtresidential.com/TheMeadows","IMT Capital","IMT Residential","B","B+","1984",306,247248,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Southwest Mesa","8/18/2020","2007-04-25",NULL,"140-61-001-F",2
"1251","The Palms","4304 E Campbell Ave, Phoenix, AZ 85018","4304 Campbell","Phoenix","AZ","85018","http://www.thepalmsapts.com/","Moreno Companies","Lincoln Property Company","B+","A-","1990",132,135036,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","East Phoenix","8/18/2020",NULL,NULL,"171-20-187-A",2
"1252","Towne Square I","500 N Metro Blvd, Chandler, AZ 85226","500 Metro","Chandler","AZ","85226","http://www.mytownesquareapartments.com/index.aspx","Nevins Adams Lewbel Schell","Nevins Adams Lewbel Schell","B+","B-","1987",372,314712,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Chandler","8/18/2020","1999-04-30",NULL,"301-64-851-A",2
"1253","Towne Square III","500 N Metro Blvd, Chandler, AZ 85226","500 Metro","Chandler","AZ","85226","http://www.mytownesquareapartments.com/index.aspx","NALS Apartment Homes","Nevins Adams Lewbel Schell","B+","B","1996",116,107880,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Chandler","8/18/2020","1999-04-30",NULL,"301-64-851-A",2
"1254","Stonebridge","4315 E Thunderbird Rd, Phoenix, AZ 85032","4315 Thunderbird","Phoenix","AZ","85032","http://www.thestonebridgeapartments.com/","CVG Properties","CVG Properties","B","A-","1983",382,309038,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northeast Phoenix","8/4/2020","2014-08-14",NULL,"167-11-001-G",2
"1255","Village at Lakewood Apartment Homes","15815 S Lakewood Pkwy W, Phoenix, AZ 85048","15815 Lakewood","Phoenix","AZ","85048","https://www.villagelakewoodapts.com/","The Blackstone Group","Pinnacle","B+","B+","1988",240,222240,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","South Phoenix","8/4/2020","2013-03-21",NULL,"301-79-001-H",2
"1256","Estancia Apartment Homes","2500 N Desert Links Dr, Tucson, AZ 85715","2500 Desert Links","Tucson","AZ","85715","https://www.hslestancia.com/","HSL PROPERTIES","HSL PROPERTIES","B","B+","1991",216,177120,"Stabilized","Tucson, AZ","Southeast Tucson","8/3/2020","2002-05-09",NULL,"114-46-205C",2
"1257","Vista Grove Apartments","1320 S Val Vista Dr, Mesa, AZ 85204","1320 Val Vista","Mesa","AZ","85204","http://www.vistagroveapthomes.com/","M.F. Daily Corporation","Greystar","A-","A+","1997",224,205408,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Southwest Mesa","8/18/2020","2012-06-12",NULL,"140-58-344",2
"1258","Arbors of Harbor Town","671 Harbor Edge Dr, Memphis, TN 38103","671 Harbor Edge","Memphis","TN","38103","http://www.arborsharbortown.com/","Behringer","Fogelman Management Group","A+","A-","1991",345,334995,"Stabilized","Memphis, TN-MS-AR","Downtown Memphis","8/6/2020",NULL,NULL,"",3
"1259","1070 Main Apartment Homes","1070 W Main St, Hendersonville, TN 37075","1070 Main","Hendersonville","TN","37075","http://www.1070main.com/","Ares","Cottonwood Residential","B-","B","1991",364,342888,"Stabilized","Nashville-Davidson--Murfreesboro--Franklin, TN","Sumner County","8/4/2020","2014-11-17",NULL,"160-048.02-001",3
"1260","6500 South","6500 S Cockrell Hill Rd, Dallas, TX 75236","6500 Cockrell Hill","Dallas","TX","75236","http://www.liveat6500.com/","InterCapital","Dayrise Residential LLC","B","A-","1984",536,383240,"Stabilized","Dallas-Plano-Irving, TX","Southwest Dallas","8/3/2020","2017-06-29",NULL,"00-69380-00A-01A-0000",3
"1261","Rosemont Clear Creek","2702 Bay Area Blvd, Webster, TX 77598","2702 Bay Area","Webster","TX","77598","https://rosemontclearcreek.com/","Mosaic Residential Inc","Mosaic Residential Inc","B-","C","1981",776,612264,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/6/2020","2015-05-07",NULL,"107-559-000-0002",2
"1262","The Haven","15902 Highway 3, Webster, TX 77598","15902 3,","Webster","TX","77598","http://www.liveatthehavenapartments.com/","Knightvest Capital","Knightvest Residential","B+","B+","1992",732,599508,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/18/2020",NULL,NULL,"",3
"1264","Estates at Brentwood","570 Church St E, Brentwood, TN 37027","570 Church","Brentwood","TN","37027","https://www.brentwoodwmp.com/","Olen Properties","Woodward Management Partners","B","B-","1996",254,287020,"Stabilized","Nashville-Davidson--Murfreesboro--Franklin, TN","Franklin/Brentwood","8/4/2020",NULL,NULL,"",3
"1265","One K Apartment Homes","1000 Gables Way, Atlanta, GA 30329","1000 Gables","Atlanta","GA","30329","https://www.onekapts.com/","Oak Residential Partners","Pinnacle","B+","B+","1995",104,128232,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Briarcliff","8/5/2020",NULL,NULL,"",3
"1267","Veritas at East Club","730 Franklin Rd SE, Marietta, GA 30067","730 Franklin","Marietta","GA","30067","https://www.veritaseastcobb.com/","First Communities","First Communities","C+","C","1981",192,227136,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Southeast Marietta","8/5/2020",NULL,NULL,"",1
"1268","Gables CityWalk Waterford Square I","2828 Greenbriar St, Houston, TX 77098","2828 Greenbriar","Houston","TX","77098","https://www.gables.com/communities/texas/houston/gables-citywalk-waterford-square/","Gables Residential","Gables Residential","A","B+","1989",221,178126,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Greenway/Upper Kirby","8/18/2020",NULL,NULL,"",3
"1269","Gables Cityscape","3720 W Alabama St, Houston, TX 77027","3720 Alabama","Houston","TX","77027","http://gables.com/find/apartment/61-gables-cityscape-houston-tx","Gables Residential","Gables Residential","A-","B","1991",252,204372,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Greenway/Upper Kirby","8/18/2020",NULL,NULL,"117-150-000-0001",3
"127","Vista","26151 Lakeshore Blvd, Euclid, OH 44132","26151 Lakeshore","Euclid","OH","44132","http://www.thecoralcompany.com/the-coral-portfolio/apartments/north-pointe-apartments","","The Coral Company","","","1971",949,787670,"Rehab","Cleveland-Elyria, OH","Euclid","8/5/2020",NULL,NULL,"",22
"1270","251 North","300 Cityline Ave NE, Atlanta, GA 30308","300 Cityline","Atlanta","GA","30308","http://www.251northatlanta.com/","Taurus Investment Holdings","Lincoln Property Company","A","C+","1989",192,159360,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Midtown Atlanta","8/5/2020","2015-09-14",NULL,"14-0050-LL-017",3
"1271","Riviera at West Village","3530 Travis St, Dallas, TX 75204","3530 Travis","Dallas","TX","75204","http://www.rivierawestvillage.com/","Connell Real Estate & Development Co","Greystar","B","C","1995",150,150750,"Stabilized","Dallas-Plano-Irving, TX","Intown Dallas","8/18/2020","2017-01-24",NULL,"00-09790-00A-01A-0000",4
"1272","Dunwoody Gables","1970 Peachford Rd, Dunwoody, GA 30338","1970 Peachford","Dunwoody","GA","30338","http://gables.com/find/apartment/81-dunwoody-gables-dunwoody-ga","Principal Financial Group","Gables Residential","A-","B+","1995",311,289230,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Dunwoody","8/18/2020","2002-03-22",NULL,"18-344-01-014",3
"1273","Foundations at Edgewater","2222 Settlers Way Blvd, Sugar Land, TX 77478","2222 Settlers Way","Sugar","TX","77478","http://www.foundationsedgewater.com/","Starwood Capital Group","Highmark Residential","B","B","1991",292,256960,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Sugar Land/Stafford","8/3/2020",NULL,NULL,"0089-00-000-1500-907",3
"1274","Museo","11266 Taylor Draper Ln, Austin, TX 78759","11266 Taylor Draper","Austin","TX","78759","http://www.museoliving.com/","Northland Investment Corporation","Northland Investment Corporation","B-","C+","1993",276,228804,"Stabilized","Austin-Round Rock, TX","Arboretum","8/31/2020","2013-11-22",NULL,"158202",3
"1275","Seasons at Green Oaks","2175 N Hwy 360, Grand Prairie, TX 75050","2175 360,","Grand","TX","75050","http://www.seasonsatgreenoaks.com/","S&H Realty Management L.L.P.","S&H Realty Management L.L.P.","B-","B","1996",300,286500,"Stabilized","Dallas-Plano-Irving, TX","Grand Prairie","8/5/2020",NULL,NULL,"",3
"1277","Meyer Forest","9701 Meyer Forest Dr, Houston, TX 77096","9701 Meyer Forest","Houston","TX","77096","http://www.meyerforest.com/","Knightvest Capital","Knightvest Residential","A-","A+","1993",345,296010,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Gulfton/Westbury","8/18/2020","2016-11-21",NULL,"117-519-000-0001",3
"1279","Terra at Piney Point","8787 Woodway Dr, Houston, TX 77063","8787 Woodway","Houston","TX","77063","http://www.terraatpineypoint.com/","Weidner Apartment Homes","Highmark Residential","B","A-","1994",246,228288,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/6/2020","2018-08-06",NULL,"108-199-000-0003",3
"1280","Retreat at Spring Park","2701 Lookout Dr, Garland, TX 75044","2701 Lookout","Garland","TX","75044","http://www.retreatatspringpark.com/","Morguard Corporation","Morguard Corporation","B-","A+","1996",188,198152,"Stabilized","Dallas-Plano-Irving, TX","Garland","8/18/2020","2013-05-22",NULL,"26-11980-001-001-0000",2
"1281","Gables Sugarloaf","100 Woodiron Dr, Duluth, GA 30097","100 Woodiron","Duluth","GA","30097","http://www.gables.com/sugarloaf","Principal Global Investors","Gables Residential","B+","A-","1999",386,383298,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Johns Creek/Suwanee/Buford","8/18/2020",NULL,NULL,"",3
"1284","Grove at Trinity Pointe","555 Wood Arbor Pkwy, Cordova, TN 38018","555 Wood Arbor","Cordova","TN","38018","http://www.grovetrinitypointe.com/","Cohen-Esrey LLC","Cohen-Esrey LLC","B","C+","1987",464,433840,"Stabilized","Memphis, TN-MS-AR","Cordova/Bartlett","8/3/2020","2016-10-14",NULL,"091-076 -005",3
"1286","Gables Central Park Texas","800 W 38th St, Austin, TX 78705","800 38th","Austin","TX","78705","https://www.gables.com/communities/texas/austin/gables-central-park-texas/","Gables Residential","Gables Residential","","","1997",273,257166,"Stabilized","Austin-Round Rock, TX","Downtown/University","8/18/2020",NULL,NULL,"459823",3
"1287","Promenade at Champions Forest","5959 FM 1960, Houston, TX 77069","5959 1960,","Houston","TX","77069","https://promenadechampionsforest.com/","Madera Residential","Madera Residential","B-","A-","1994",404,369256,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/4/2020",NULL,NULL,"",3
"1289","Colonnade Apartments","9898 Colonnade Blvd, San Antonio, TX 78230","9898 Colonnade","San","TX","78230","http://www.colonnadesa.com/","Eaton Vance","Lincoln Property Company","B","B+","1995",312,285168,"Stabilized","San Antonio-New Braunfels, TX","Northwest San Antonio","8/3/2020","2012-06-19",NULL,"14978-000-0081",3
"129","Canterbury Court Apartments","14064 Lorain Ave, Cleveland, OH 44111","14064 Lorain","Cleveland","OH","44111","https://wrmiapartments.com/property/canterbury-court-apartments/","Windsor Realty and Management","Windsor Realty and Management","B+","B-","1964",118,60416,"Stabilized","Cleveland-Elyria, OH","West Cleveland","8/6/2020",NULL,NULL,"024-32-013",3
"1290","Arbor Hills","100 Arbor Knoll Blvd, Antioch, TN 37013","100 Arbor Knoll","Antioch","TN","37013","http://www.arborhillsapthomes.com/","Sentinel Real Estate Corporation","Sentinel Real Estate Corporation","C+","C+","1988",548,507996,"Stabilized","Nashville-Davidson--Murfreesboro--Franklin, TN","Southeast Nashville","8/3/2020",NULL,NULL,"163-00-0-090",3
"1293","Broadstone New Territory I","5555 New Territory Blvd, Sugar Land, TX 77479","5555 New Territory","Sugar","TX","77479","https://www.liveatbroadstonenewterritory.com/","Harvest Equties Inc","Alliance Residential Company","B","B-","1998",256,234752,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Sugar Land/Stafford","8/10/2020",NULL,NULL,"0016-00-000-0193-907",3
"1294","Villas On Briarcliff","1831 Briarcliff Cir NE, Atlanta, GA 30329","1831 Briarcliff","Atlanta","GA","30329","http://www.villasonbriarcliff.com/","Cohen Goldstein Investment Strategies","RangeWater Real Estate LLC","B-","B-","1978",82,122590,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Briarcliff","8/6/2020","2011-06-28",NULL,"18-158-11-146",2
"1295","Regency at First Colony","225 Fluor Daniel Dr, Sugar Land, TX 77479","225 Fluor Daniel","Sugar","TX","77479","http://www.regencyfirstcolony.com/","Starwood Capital Group","Highmark Residential","B","A-","1995",324,321732,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Sugar Land/Stafford","8/3/2020","2011-09-27",NULL,"8510-01-001-0010-907",3
"1296","The Bridges at Germantown","7491 Wyndhurst Pl, Germantown, TN 38138","7491 Wyndhurst","Germantown","TN","38138","http://www.bridgesatgermantown.com/","Whitney Management Corporation","Whitney Management Corp","","","1997",252,293076,"Rehab","Memphis, TN-MS-AR","Germantown/Collierville","8/5/2020",NULL,NULL,"",3
